Address,Bed/Bath,City,County,Link,Price,Zip Code
"8700  Boulevard East , Unit 5B, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000694&dayssince=15,"   $155,000",07047
"8350  Boulevard East , Unit 3D, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20008867&dayssince=15,"   $165,000",07047
"8450  Boulevard East , Unit 4G, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20005156&dayssince=15,"   $165,000",07047
"8400  Boulevard East , Unit 5H, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20001759&dayssince=15,"   $169,900",07047
"8450  Boulevard East , Unit 3F, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20007783&dayssince=15,"   $170,000",07047
"9060  Palisade Avenue, Unit 908, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1955421&dayssince=15,"   $202,200",07047
"8500  Boulevard East , Unit 5E, North Bergen","2 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20009768&dayssince=15,"   $205,000",07047
"8450  Boulevard East , Unit 2C, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1949530&dayssince=15,"   $140,000",07047
"311  79th Street, Unit 58, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20010382&dayssince=15,"   $144,000",07047
,"1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000957&dayssince=15,"   $146,900",07047
"8700  Boulevard East , Unit 5B, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000694&dayssince=15,"   $155,000",07047
"8350  Boulevard East , Unit 3D, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20008867&dayssince=15,"   $165,000",07047
"8450  Boulevard East , Unit 4G, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20005156&dayssince=15,"   $165,000",07047
"8400  Boulevard East , Unit 5H, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20001759&dayssince=15,"   $169,900",07047
"8450  Boulevard East , Unit 3F, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20007783&dayssince=15,"   $170,000",07047
"9060  Palisade Avenue, Unit 908, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1955421&dayssince=15,"   $202,200",07047
"8500  Boulevard East , Unit 5E, North Bergen","2 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20009768&dayssince=15,"   $205,000",07047
"8450  Boulevard East , Unit 2C, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1949530&dayssince=15,"   $140,000",07047
"311  79th Street, Unit 58, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20010382&dayssince=15,"   $144,000",07047
,"1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000957&dayssince=15,"   $146,900",07047
"8700  Boulevard East , Unit 5B, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000694&dayssince=15,"   $155,000",07047
"8350  Boulevard East , Unit 3D, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20008867&dayssince=15,"   $165,000",07047
"8450  Boulevard East , Unit 4G, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20005156&dayssince=15,"   $165,000",07047
"8400  Boulevard East , Unit 5H, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20001759&dayssince=15,"   $169,900",07047
"8450  Boulevard East , Unit 3F, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20007783&dayssince=15,"   $170,000",07047
"9060  Palisade Avenue, Unit 908, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1955421&dayssince=15,"   $202,200",07047
"8500  Boulevard East , Unit 5E, North Bergen","2 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20009768&dayssince=15,"   $205,000",07047
"8450  Boulevard East , Unit 2C, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1949530&dayssince=15,"   $140,000",07047
"311  79th Street, Unit 58, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20010382&dayssince=15,"   $144,000",07047
,"1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000957&dayssince=15,"   $146,900",07047
"8700  Boulevard East , Unit 5B, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000694&dayssince=15,"   $155,000",07047
"8350  Boulevard East , Unit 3D, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20008867&dayssince=15,"   $165,000",07047
"8450  Boulevard East , Unit 4G, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20005156&dayssince=15,"   $165,000",07047
"8400  Boulevard East , Unit 5H, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20001759&dayssince=15,"   $169,900",07047
"8450  Boulevard East , Unit 3F, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20007783&dayssince=15,"   $170,000",07047
"9060  Palisade Avenue, Unit 908, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1955421&dayssince=15,"   $202,200",07047
"8500  Boulevard East , Unit 5E, North Bergen","2 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20009768&dayssince=15,"   $205,000",07047
"8450  Boulevard East , Unit 2C, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1949530&dayssince=15,"   $140,000",07047
"311  79th Street, Unit 58, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20010382&dayssince=15,"   $144,000",07047
,"1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000957&dayssince=15,"   $146,900",07047
"8700  Boulevard East , Unit 5B, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20000694&dayssince=15,"   $155,000",07047
"8350  Boulevard East , Unit 3D, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20008867&dayssince=15,"   $165,000",07047
"8450  Boulevard East , Unit 4G, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20005156&dayssince=15,"   $165,000",07047
"8400  Boulevard East , Unit 5H, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20001759&dayssince=15,"   $169,900",07047
"8450  Boulevard East , Unit 3F, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20007783&dayssince=15,"   $170,000",07047
"9060  Palisade Avenue, Unit 908, North Bergen","1 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=1955421&dayssince=15,"   $202,200",07047
"8500  Boulevard East , Unit 5E, North Bergen","2 Bedroom, 1 full bath(s)",North Bergen,Hudson,http://www.njmls.com/m/detail.cfm?mlsnum=20009768&dayssince=15,"   $205,000",07047
"500 South Center Street, Unit C23, Orange","1 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1955739&dayssince=15,"    $99,000",07050
"73 North Jefferson Street, Orange","4 Bedroom, 3 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1949505&dayssince=15,"   $125,000",07050
"33  High Street, Unit 27, Orange","2 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008939&dayssince=15,"   $135,000",07050
"269  Reynolds Terrace, Unit 16, Orange","2 Bedroom, 1 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009458&dayssince=15,"   $157,500",07050
"500 South Center Street, Unit 1E, Orange","2 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006951&dayssince=15,"   $165,000",07050
"142 North Essex Avenue, Orange","5 Bedroom, 2 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006958&dayssince=15,"   $180,000",07050
"94  Lincoln Avenue, Orange","2 Bedroom, 2 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20001904&dayssince=15,"   $180,900",07050
"260  Ivy Court, Orange","5 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954991&dayssince=15,"   $189,900",07050
"81  High Street, Unit 2, Orange","3 Bedroom, 2 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002882&dayssince=15,"   $224,900",07050
"150  Ward Street, Orange","3 Bedroom, 2 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1931655&dayssince=15,"   $224,985",07050
"500 South Center Street, Unit C23, Orange","1 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1955739&dayssince=15,"    $99,000",07050
"73 North Jefferson Street, Orange","4 Bedroom, 3 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1949505&dayssince=15,"   $125,000",07050
"33  High Street, Unit 27, Orange","2 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008939&dayssince=15,"   $135,000",07050
"269  Reynolds Terrace, Unit 16, Orange","2 Bedroom, 1 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009458&dayssince=15,"   $157,500",07050
"500 South Center Street, Unit 1E, Orange","2 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006951&dayssince=15,"   $165,000",07050
"142 North Essex Avenue, Orange","5 Bedroom, 2 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006958&dayssince=15,"   $180,000",07050
"94  Lincoln Avenue, Orange","2 Bedroom, 2 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20001904&dayssince=15,"   $180,900",07050
"260  Ivy Court, Orange","5 Bedroom, 1 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954991&dayssince=15,"   $189,900",07050
"81  High Street, Unit 2, Orange","3 Bedroom, 2 full bath(s), 1 half bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002882&dayssince=15,"   $224,900",07050
"150  Ward Street, Orange","3 Bedroom, 2 full bath(s)",Orange,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1931655&dayssince=15,"   $224,985",07050
