Address,Bed/Bath,City,County,Link,Price,Zip Code
"455  Irvine Turner Boulevard, Newark","7 Bedroom, 3 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20005658&dayssince=15,"   $129,900",07108
"21  White Terrace, Newark","5 Bedroom, 2 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1911976&dayssince=15,"   $145,000",07108
"268 West Runyon Street, Newark","7 Bedroom, 3 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007304&dayssince=15,"   $149,900",07108
"781 South 15th Street, Newark","3 Bedroom, 1 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006613&dayssince=15,"   $149,990",07108
"785 South 15th Street, Newark","3 Bedroom, 1 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010245&dayssince=15,"   $165,000",07108
"77  Tillinghast Street, Newark",,Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1931967&dayssince=15,"    $65,000",07108
"839 South 15th Street, Newark","3 Bedroom, 1 full bath(s), 2 half bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009875&dayssince=15,"    $99,000",07108
"28-30  Beverly Street, Newark","5 Bedroom, 1 full bath(s), 1 half bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008307&dayssince=15,"   $109,000",07108
"24  Dandridge Drive, Newark","3 Bedroom, 2 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007824&dayssince=15,"   $114,900",07108
"58  Voorhees Street, Newark","5 Bedroom, 2 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006561&dayssince=15,"   $125,000",07108
"455  Irvine Turner Boulevard, Newark","7 Bedroom, 3 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20005658&dayssince=15,"   $129,900",07108
"21  White Terrace, Newark","5 Bedroom, 2 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1911976&dayssince=15,"   $145,000",07108
"268 West Runyon Street, Newark","7 Bedroom, 3 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007304&dayssince=15,"   $149,900",07108
"781 South 15th Street, Newark","3 Bedroom, 1 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006613&dayssince=15,"   $149,990",07108
"785 South 15th Street, Newark","3 Bedroom, 1 full bath(s)",Newark,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010245&dayssince=15,"   $165,000",07108
"821-841  Main Street, Unit J, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006367&dayssince=15,"   $140,000",07109
"822  Main Street, Unit D, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1903745&dayssince=15,"   $160,000",07109
"725  Joralemon Street, Unit 3, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948906&dayssince=15,"   $175,000",07109
"725  Joralemon Street, Unit 248, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002827&dayssince=15,"   $185,000",07109
"178  Stephens Street, Unit A-3, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1950311&dayssince=15,"   $199,000",07109
"156  Mill Street, Belleville","3 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006515&dayssince=15,"   $216,944",07109
"700  Mill Street, Unit I-12, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007072&dayssince=15,"   $225,000",07109
"49  Bellevue Avenue, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954879&dayssince=15,"   $229,900",07109
"112  Mill Street, Unit G, Belleville","2 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1940707&dayssince=15,"   $230,000",07109
,"2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009713&dayssince=15,"   $232,500",07109
"821-841  Main Street, Unit J, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006367&dayssince=15,"   $140,000",07109
"822  Main Street, Unit D, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1903745&dayssince=15,"   $160,000",07109
"725  Joralemon Street, Unit 3, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948906&dayssince=15,"   $175,000",07109
"725  Joralemon Street, Unit 248, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002827&dayssince=15,"   $185,000",07109
"178  Stephens Street, Unit A-3, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1950311&dayssince=15,"   $199,000",07109
"156  Mill Street, Belleville","3 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006515&dayssince=15,"   $216,944",07109
"700  Mill Street, Unit I-12, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007072&dayssince=15,"   $225,000",07109
"49  Bellevue Avenue, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954879&dayssince=15,"   $229,900",07109
"112  Mill Street, Unit G, Belleville","2 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1940707&dayssince=15,"   $230,000",07109
,"2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009713&dayssince=15,"   $232,500",07109
"821-841  Main Street, Unit J, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006367&dayssince=15,"   $140,000",07109
"822  Main Street, Unit D, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1903745&dayssince=15,"   $160,000",07109
"725  Joralemon Street, Unit 3, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948906&dayssince=15,"   $175,000",07109
"725  Joralemon Street, Unit 248, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002827&dayssince=15,"   $185,000",07109
"178  Stephens Street, Unit A-3, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1950311&dayssince=15,"   $199,000",07109
"156  Mill Street, Belleville","3 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006515&dayssince=15,"   $216,944",07109
"700  Mill Street, Unit I-12, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007072&dayssince=15,"   $225,000",07109
"49  Bellevue Avenue, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954879&dayssince=15,"   $229,900",07109
"112  Mill Street, Unit G, Belleville","2 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1940707&dayssince=15,"   $230,000",07109
,"2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009713&dayssince=15,"   $232,500",07109
"821-841  Main Street, Unit J, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006367&dayssince=15,"   $140,000",07109
"822  Main Street, Unit D, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1903745&dayssince=15,"   $160,000",07109
"725  Joralemon Street, Unit 3, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948906&dayssince=15,"   $175,000",07109
"725  Joralemon Street, Unit 248, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002827&dayssince=15,"   $185,000",07109
"178  Stephens Street, Unit A-3, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1950311&dayssince=15,"   $199,000",07109
"156  Mill Street, Belleville","3 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006515&dayssince=15,"   $216,944",07109
"700  Mill Street, Unit I-12, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007072&dayssince=15,"   $225,000",07109
"49  Bellevue Avenue, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954879&dayssince=15,"   $229,900",07109
"112  Mill Street, Unit G, Belleville","2 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1940707&dayssince=15,"   $230,000",07109
,"2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009713&dayssince=15,"   $232,500",07109
"821-841  Main Street, Unit J, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006367&dayssince=15,"   $140,000",07109
"822  Main Street, Unit D, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1903745&dayssince=15,"   $160,000",07109
"725  Joralemon Street, Unit 3, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948906&dayssince=15,"   $175,000",07109
"725  Joralemon Street, Unit 248, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002827&dayssince=15,"   $185,000",07109
"178  Stephens Street, Unit A-3, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1950311&dayssince=15,"   $199,000",07109
"156  Mill Street, Belleville","3 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006515&dayssince=15,"   $216,944",07109
"700  Mill Street, Unit I-12, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007072&dayssince=15,"   $225,000",07109
"49  Bellevue Avenue, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954879&dayssince=15,"   $229,900",07109
"112  Mill Street, Unit G, Belleville","2 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1940707&dayssince=15,"   $230,000",07109
,"2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009713&dayssince=15,"   $232,500",07109
"821-841  Main Street, Unit J, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006367&dayssince=15,"   $140,000",07109
"822  Main Street, Unit D, Belleville","2 Bedroom, 1 full bath(s), 1 half bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1903745&dayssince=15,"   $160,000",07109
"725  Joralemon Street, Unit 3, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948906&dayssince=15,"   $175,000",07109
"725  Joralemon Street, Unit 248, Belleville","1 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002827&dayssince=15,"   $185,000",07109
"178  Stephens Street, Unit A-3, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1950311&dayssince=15,"   $199,000",07109
"156  Mill Street, Belleville","3 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006515&dayssince=15,"   $216,944",07109
"700  Mill Street, Unit I-12, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007072&dayssince=15,"   $225,000",07109
"49  Bellevue Avenue, Belleville","2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1954879&dayssince=15,"   $229,900",07109
"112  Mill Street, Unit G, Belleville","2 Bedroom, 1 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1940707&dayssince=15,"   $230,000",07109
,"2 Bedroom, 2 full bath(s)",Belleville,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009713&dayssince=15,"   $232,500",07109
"1  River Road, Unit 2 E, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003542&dayssince=15,"   $125,000",07110
"4  River Road, Unit C, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008453&dayssince=15,"   $145,000",07110
"1  River Road, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1947447&dayssince=15,"   $149,000",07110
"460H  River Road, Unit H, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008258&dayssince=15,"   $175,000",07110
"25  River Road, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007985&dayssince=15,"   $209,000",07110
"16  Emily Avenue, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20005740&dayssince=15,"   $299,999",07110
"108-110  Passaic Avenue, Unit B-18, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948305&dayssince=15,"   $329,000",07110
"11  Princeton Street, Nutley","2 Bedroom, 1 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008319&dayssince=15,"   $335,000",07110
"129  Cambridge Drive, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007953&dayssince=15,"   $349,000",07110
"125  Beech Street, Nutley","5 Bedroom, 2 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010223&dayssince=15,"   $357,000",07110
"1  River Road, Unit 2 E, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003542&dayssince=15,"   $125,000",07110
"4  River Road, Unit C, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008453&dayssince=15,"   $145,000",07110
"1  River Road, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1947447&dayssince=15,"   $149,000",07110
"460H  River Road, Unit H, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008258&dayssince=15,"   $175,000",07110
"25  River Road, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007985&dayssince=15,"   $209,000",07110
"16  Emily Avenue, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20005740&dayssince=15,"   $299,999",07110
"108-110  Passaic Avenue, Unit B-18, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948305&dayssince=15,"   $329,000",07110
"11  Princeton Street, Nutley","2 Bedroom, 1 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008319&dayssince=15,"   $335,000",07110
"129  Cambridge Drive, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007953&dayssince=15,"   $349,000",07110
"125  Beech Street, Nutley","5 Bedroom, 2 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010223&dayssince=15,"   $357,000",07110
"1  River Road, Unit 2 E, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003542&dayssince=15,"   $125,000",07110
"4  River Road, Unit C, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008453&dayssince=15,"   $145,000",07110
"1  River Road, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1947447&dayssince=15,"   $149,000",07110
"460H  River Road, Unit H, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008258&dayssince=15,"   $175,000",07110
"25  River Road, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007985&dayssince=15,"   $209,000",07110
"16  Emily Avenue, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20005740&dayssince=15,"   $299,999",07110
"108-110  Passaic Avenue, Unit B-18, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948305&dayssince=15,"   $329,000",07110
"11  Princeton Street, Nutley","2 Bedroom, 1 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008319&dayssince=15,"   $335,000",07110
"129  Cambridge Drive, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007953&dayssince=15,"   $349,000",07110
"125  Beech Street, Nutley","5 Bedroom, 2 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010223&dayssince=15,"   $357,000",07110
"1  River Road, Unit 2 E, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003542&dayssince=15,"   $125,000",07110
"4  River Road, Unit C, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008453&dayssince=15,"   $145,000",07110
"1  River Road, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1947447&dayssince=15,"   $149,000",07110
"460H  River Road, Unit H, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008258&dayssince=15,"   $175,000",07110
"25  River Road, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007985&dayssince=15,"   $209,000",07110
"16  Emily Avenue, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20005740&dayssince=15,"   $299,999",07110
"108-110  Passaic Avenue, Unit B-18, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948305&dayssince=15,"   $329,000",07110
"11  Princeton Street, Nutley","2 Bedroom, 1 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008319&dayssince=15,"   $335,000",07110
"129  Cambridge Drive, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007953&dayssince=15,"   $349,000",07110
"125  Beech Street, Nutley","5 Bedroom, 2 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010223&dayssince=15,"   $357,000",07110
"1  River Road, Unit 2 E, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003542&dayssince=15,"   $125,000",07110
"4  River Road, Unit C, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008453&dayssince=15,"   $145,000",07110
"1  River Road, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1947447&dayssince=15,"   $149,000",07110
"460H  River Road, Unit H, Nutley","1 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008258&dayssince=15,"   $175,000",07110
"25  River Road, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007985&dayssince=15,"   $209,000",07110
"16  Emily Avenue, Nutley","2 Bedroom, 1 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20005740&dayssince=15,"   $299,999",07110
"108-110  Passaic Avenue, Unit B-18, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1948305&dayssince=15,"   $329,000",07110
"11  Princeton Street, Nutley","2 Bedroom, 1 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008319&dayssince=15,"   $335,000",07110
"129  Cambridge Drive, Nutley","2 Bedroom, 2 full bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007953&dayssince=15,"   $349,000",07110
"125  Beech Street, Nutley","5 Bedroom, 2 full bath(s), 1 half bath(s)",Nutley,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010223&dayssince=15,"   $357,000",07110
"66  Oak Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007802&dayssince=15,"    $59,000",07111
"70  Oak Avenue, Irvington","5 Bedroom, 3 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1937478&dayssince=15,"    $78,800",07111
"29  Cummings Street, Irvington","2 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1939364&dayssince=15,"    $97,900",07111
"51  Smith Street, Unit D, Irvington","2 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20000873&dayssince=15,"   $119,999",07111
"29-31  Brookside Avenue, Irvington","3 Bedroom, 1 full bath(s), 1 half bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1936670&dayssince=15,"   $129,990",07111
"93  Howard Street, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009575&dayssince=15,"   $130,000",07111
"100  Montgomery Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006382&dayssince=15,"   $139,900",07111
"65  Glorieux Street, Irvington","3 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006558&dayssince=15,"   $149,000",07111
"190  Elmwood Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006143&dayssince=15,"   $159,000",07111
"69 West Tremont Terrace, Irvington","4 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002042&dayssince=15,"   $160,000",07111
"66  Oak Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007802&dayssince=15,"    $59,000",07111
"70  Oak Avenue, Irvington","5 Bedroom, 3 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1937478&dayssince=15,"    $78,800",07111
"29  Cummings Street, Irvington","2 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1939364&dayssince=15,"    $97,900",07111
"51  Smith Street, Unit D, Irvington","2 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20000873&dayssince=15,"   $119,999",07111
"29-31  Brookside Avenue, Irvington","3 Bedroom, 1 full bath(s), 1 half bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1936670&dayssince=15,"   $129,990",07111
"93  Howard Street, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009575&dayssince=15,"   $130,000",07111
"100  Montgomery Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006382&dayssince=15,"   $139,900",07111
"65  Glorieux Street, Irvington","3 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006558&dayssince=15,"   $149,000",07111
"190  Elmwood Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006143&dayssince=15,"   $159,000",07111
"69 West Tremont Terrace, Irvington","4 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20002042&dayssince=15,"   $160,000",07111
"66  Oak Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20007802&dayssince=15,"    $59,000",07111
"70  Oak Avenue, Irvington","5 Bedroom, 3 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1937478&dayssince=15,"    $78,800",07111
"29  Cummings Street, Irvington","2 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1939364&dayssince=15,"    $97,900",07111
"51  Smith Street, Unit D, Irvington","2 Bedroom, 2 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20000873&dayssince=15,"   $119,999",07111
"29-31  Brookside Avenue, Irvington","3 Bedroom, 1 full bath(s), 1 half bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1936670&dayssince=15,"   $129,990",07111
"93  Howard Street, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009575&dayssince=15,"   $130,000",07111
"100  Montgomery Avenue, Irvington","3 Bedroom, 1 full bath(s)",Irvington,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006382&dayssince=15,"   $139,900",07111
